reactant_smi,product_smi
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.C(C)(C)(C)OC(N[C@@H]1C[C@H](C1)O)=O.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3[C@H]3C[C@H](C3)NC(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.OCC1CN(CCC1)C(=O)OC(C)(C)C.CN(C/C=C/C(=O)O)C,CN(C/C=C/C(=O)N1CC(CCC1)CN1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)C
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.OCC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CN(C3)C(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.O[C@H]1C[C@H](C1)NC(OC(C)(C)C)=O.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3[C@@H]3C[C@H](C3)NC(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.O[C@H]1CC[C@H](CC1)NC(OC(C)(C)C)=O.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3[C@@H]3CC[C@H](CC3)NC(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.O[C@@H]1CN(CC1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3[C@H]3CN(CC3)C(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.FC1=CC=C(OC2=CC=C(C=C2)O)C=C1.OC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,FC1=CC=C(OC2=CC=C(OC=3C4=C(N=CN3)C=CN4C4CN(C4)C(C=C)=O)C=C2)C=C1
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.O[C@H]1CN(CC1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3[C@@H]3CN(CC3)C(C=C)=O)C=C1
ClC1=CN=C2C(=N1)NN=C2.O(C1=CC=CC=C1)C1=CC=C(C=C1)B(O)O.OC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CN=C2C(=N1)N(N=C2)C2CN(C2)C(C=C)=O
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(N)C=C1.IC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(C=C1)NC=1C2=C(N=CN1)C=CN2C2CN(C2)C(C=C)=O
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.O[C@H]1C[C@H](C1)NC(OC(C)(C)C)=O.CN(C/C=C/C(=O)O)C,CN(C/C=C/C(=O)N[C@@H]1C[C@H](C1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)C
ClC=1C2=C(N=CN1)C=CN2.C(C1=CC=CC=C1)C1=CC=C(C=C1)O.OC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,C(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(C3)C(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.C(C1=CC=CC=C1)OC1=CC=C(C=C1)O.OC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,C(C1=CC=CC=C1)OC1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(C3)C(C=C)=O)C=C1
BrC1=CN=C2C(=N1)NC=C2.O(C1=CC=CC=C1)C1=CC=C(C=C1)B(O)O.IC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CN=C2C(=N1)N(C=C2)C2CN(C2)C(C=C)=O
ClC=1C2=C(N=CN1)C=CN2.OC1=CC=C(C=C1)NC(C1=CC=CC=C1)=O.IC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,C(C=C)(=O)N1CC(C1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)NC(C2=CC=CC=C2)=O
ClC=1C2=C(N=CN1)C=CN2.C1(=CC=CC=C1)NC1=CC=C(C=C1)O.OC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,C1(=CC=CC=C1)NC1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(C3)C(C=C)=O)C=C1
ClC=1C=C2C(=NC1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)B(O)O.IC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,O(C1=CC=CC=C1)C1=CC=C(C=C1)C=1C=C2C(=NC1)C=CN2C2CN(C2)C(C=C)=O
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.OC1CN(C1)C(=O)OC(C)(C)C.C(C)(C)(C)OC(=O)NCCN1CCN(CC1)C/C=C/C(=O)O.C(=O)(O)CCC1=CC=C2N1[B-]([N+]=1C(=C2)C(=CC1C)C)(F)F,F[B-]1([N+]=2C(=CC=3N1C(=CC3)CCC(NCCN3CCN(CC3)C\C=C\C(N3CC(C3)N3C=CC=1N=CN=C(C13)OC1=CC=C(C=C1)OC1=CC=CC=C1)=O)=O)C(=CC2C)C)F
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.IC1CN(C1)C(=O)OC(C)(C)C.C(C)(C)(C)OC(=O)NCCN1CCN(CC1)C/C=C/C(=O)O.[N+](=O)([O-])C1=CC=C(C=2C1=NON2)NCCCCCC(=O)O,[N+](=O)([O-])C1=CC=C(C=2C1=NON2)NCCCCCC(=O)NCCN2CCN(CC2)C\C=C\C(N2CC(C2)N2C=CC=1N=CN=C(C12)OC1=CC=C(C=C1)OC1=CC=CC=C1)=O
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.BrC1CN(C1)C(=O)OC(C)(C)C.CC(=CC(=O)Cl)C,CC(=CC(=O)N1CC(C1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)C
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.BrC1CN(C1)C(=O)OC(C)(C)C.C(\C=C\C)(=O)O,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(C3)C(\C=C\C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.C(C)(C)(C)OC(NCCI)=O.C(C=C)(=O)O,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CCNC(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.C(C)(C)(C)OC(NCCCI)=O.C(C=C)(=O)O,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CCCNC(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=CN2.C(C1=CC=CC=C1)N1N=CC(=C1)O.BrC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)O,C(C1=CC=CC=C1)N1N=CC(=C1)OC=1C2=C(N=CN1)C=CN2C2CN(C2)C(C=C)=O
ClC=1C=C2C(=NC1)C=CN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)B(O)O.IC1CN(C1)C(=O)OC(C)(C)C.CN(C/C=C/C(=O)O)C,CN(C/C=C/C(=O)N1CC(C1)N1C=CC2=NC=C(C=C21)C2=CC=C(C=C2)OC2=CC=CC=C2)C
BrC1=CN=C2C(=N1)NC=C2.O(C1=CC=CC=C1)C1=CC=C(C=C1)B(O)O.IC1CN(C1)C(=O)OC(C)(C)C.CN(C/C=C/C(=O)O)C,CN(C/C=C/C(=O)N1CC(C1)N1C=CC=2C1=NC(=CN2)C2=CC=C(C=C2)OC2=CC=CC=C2)C
BrC1=CN=C2C(=N1)NC=C2.C(C1=CC=CC=C1)N1N=CC(=C1)B1OC(C(O1)(C)C)(C)C.IC1CN(C1)C(=O)OC(C)(C)C.C(C=C)(=O)Cl,C(C1=CC=CC=C1)N1N=CC(=C1)C1=CN=C2C(=N1)N(C=C2)C2CN(C2)C(C=C)=O
ClC=1C2=C(N=CN1)C=NN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.C([O-])([O-])=O.[Cs+].[Cs+].CN(C)C=O,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=NN3)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=NN3)C=C1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C(C)(C)(C)OC(=O)N1CCC(CC1)O.C1CCOC1.N(=N\C(=O)OC(C)C)/C(=O)OC(C)C,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=NN3C3CCN(CC3)C(=O)OC(C)(C)C)C=C1
C(C)(C)(C)OC(=O)N1CCC(CC1)N1N=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2.Cl,Cl.O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=NN3C3CCNCC3)C=C1
Cl.O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=NN3C3CCNCC3)C=C1.C(C=C)(=O)O.C(C)N(C(C)C)C(C)C.ClCCCl.C(CC)P1(OP(OP(O1)(CCC)=O)(CCC)=O)=O,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=NN3C3CCN(CC3)C(C=C)=O)C=C1
ClC=1C2=C(N=CN1)C=NN2.O(C1=CC=CC=C1)C1=CC=C(C=C1)O.OC1CCN(CC1)C(=O)OC(C)(C)C.Cl.CN(C/C=C/C(=O)O)C,CN(C/C=C/C(=O)N1CCC(CC1)N1N=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)C
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CNC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(C3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CNCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CN(CC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3NCCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3N(CCC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CCNCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CCN(CC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CNCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(CC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3[C@H]3CNCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(CC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3[C@@H]3CNCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(CC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CNCCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CN(CCC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CNCCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CN(CCC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CC2(CNC2)C3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CC2(CN(C2)C#N)C3)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3NCC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3N(CC3)C#N)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CNC3)C=C1.C([O-])(O)=O.[Na+].C(#N)Br,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3CC3CN(C3)C#N)C=C1
O1CCOC12CCC(CC2)=O.[H-].[H-].[H-].[H-].[Li+].[Al+3],O1CCOC12CCC(CC2)O
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3)C=C1.O1CCOC12CCC(CC2)O.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.CC(C)OC(=O)/N=N/C(=O)OC(C)C,O1CCOC12CCC(CC2)N2C=CC=1N=CN=C(C12)OC1=CC=C(C=C1)OC1=CC=CC=C1
O1CCOC12CCC(CC2)N2C=CC=1N=CN=C(C12)OC1=CC=C(C=C1)OC1=CC=CC=C1.Cl,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CCC(CC3)=O)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CCC(CC3)=O)C=C1.CC(=O)O.CN.[BH4-].[Na+],CNC1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CCNCC3)C=C1.N#CBr.C(Cl)Cl.CCN(C(C)C)C(C)C,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CCN(CC3)C#N)C=C1
O=C(CC#N)N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2.C(CCC)=O.N1CCNCC1,O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CCN(CC3)C(=O)\C(\C#N)=C\CCC)C=C1
O(C1=CC=CC=C1)C1=CC=C(OC=2C3=C(N=CN2)C=CN3C3CCNCC3)C=C1.C(C)(C)(C)OC(=O)NCCN1CCN(CC1)C/C=C/C(=O)O.C(C)N(CC)CC.C(CC)P1(OP(OP(O1)(=O)CCC)(=O)CCC)=O,C(C)(C)(C)OC(NCCN1CCN(CC1)C\C=C\C(N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)=O)=O
Cl.C(C)(C)(C)OC(NCCN1CCN(CC1)C\C=C\C(N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)=O)=O,NCCN1CCN(CC1)C/C=C/C(=O)N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2
NCCN1CCN(CC1)C/C=C/C(=O)N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2.C(C)(C)(C)OC(=O)NCCOCCOCCOCCOCCC(=O)O.C(C)N(CC)CC.C(CC)P1(OP(OP(O1)(=O)CCC)(=O)CCC)=O,C(C)(C)(C)OC(NCCOCCOCCOCCOCCC(NCCN1CCN(CC1)C\C=C\C(N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)=O)=O)=O
C(C)(C)(C)OC(NCCOCCOCCOCCOCCC(NCCN1CCN(CC1)C\C=C\C(N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)=O)=O)=O.Cl.CO,NCCOCCOCCOCCOCCC(=O)NCCN1CCN(CC1)C\C=C\C(N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2)=O
N#CN.[H-].[Na+].[N+](=O)([O-])C1=CC=C(C=C1)OC(=O)N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2,C(#N)NC(=O)N1CCC(CC1)N1C=CC=2N=CN=C(C21)OC2=CC=C(C=C2)OC2=CC=CC=C2
NC=1C(=C(C(=O)OC)C=CC1)Br.C1(CC(CCC1)=O)=O,BrC1=C(C(=O)OC)C=CC=C1NC1=CC(CCC1)=O
BrC1=C(C(=O)OC)C=CC=C1NC1=CC(CCC1)=O.C1(=C(C=CC=C1)P(C1=C(C=CC=C1)C)C1=C(C=CC=C1)C)C.C(C)N(CC)CC,O=C1CCCC=2NC=3C=CC=C(C3C12)C(=O)OC
O=C1CCCC=2NC=3C=CC=C(C3C12)C(=O)OC.C(C)(=O)O.O.NN,C1CCC=2C=3C=4C(=CC=CC4NC13)C(NN2)=O
NC=1C(=C(C(=O)OC)C=CC1)Br.O=C1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1,BrC1=C(C=CC=C1C(=O)OC)NC=1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1
BrC1=C(C=CC=C1C(=O)OC)NC=1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1.C1(=C(C=CC=C1)P(C1=C(C=CC=C1)C)C1=C(C=CC=C1)C)C.C(C)N(CC)CC,O=C1CN(CC=2NC=3C=CC=C(C3C21)C(=O)OC)C(=O)OCC2=CC=CC=C2
O=C1CN(CC=2NC=3C=CC=C(C3C21)C(=O)OC)C(=O)OCC2=CC=CC=C2.C(C)(=O)O.O.NN,O=C1NN=C2C=3C=4C1=CC=CC4NC3CN(C2)C(=O)OCC2=CC=CC=C2
O=C1CCCC=2NC=3C=CC=C(C3C12)C(=O)OC.CC(C)([O-])C.[K+].CI,CN1C=2C=CC=C(C2C=2C(CCCC12)=O)C(=O)OC
CC1(CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC)C.CI.CN1C=2C=CC=C3C2C=2C(CCCC12)=NNC3=O,CC1(CC=2N(C=3C=CC=C4C3C2C(C1)=NNC4=O)C)C
CC1(CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC)C.C(C1=CC=CC=C1)Cl.CN1C=2C=CC=C3C2C=2C(CCCC12)=NNC3=O,C(C1=CC=CC=C1)N1C=2C=CC=C3C2C=2C(CCCC12)=NNC3=O
CC1(CC=2NC=3C=CC=C4C3C2C(C1)=NNC4=O)C.[H-].[Na+].CI.CN(C)C=O,CC1(CC=2N(C=3C=CC=C4C3C2C(C1)=NN(C4=O)C)C)C
FC=1C=C2C=3C=4C(CC(CC4NC3C1)(C)C)=NNC2=O.C(N)(O)=O,FC=1C=C2C=3C=4C(CC(C(C4NC3C1)=O)(C)C)=NNC2=O
FC=1C=C2C=3C=4C(CC(C(C4NC3C1)=O)(C)C)=NNC2=O.[BH4-].[Na+],FC=1C=C2C=3C=4C(CC(C(C4NC3C1)O)(C)C)=NNC2=O
FC=1C=C2C=3C=4C(CC(CC4NC3C1)(C)C)=NNC2=O.CN(C)CCCl.CN(CCN1C=2C=CC=C3C2C=2C(CC(CC12)(C)C)=NNC3=O)C,CN(CCN1C=2C=C(C=C3C2C=2C(CC(CC12)(C)C)=NNC3=O)F)C
CC1(CC=2NC=3C=CC=C4C3C2C(C1)=NNC4=O)C.ClCC1OC1.CN(CCN1C=2C=CC=C3C2C=2C(CC(CC12)(C)C)=NNC3=O)C,CC1(CC=2N(C=3C=CC=C4C3C2C(C1)=NNC4=O)CC4OC4)C
O=C1NN=C2C=3C=4C1=CC=CC4NC3CN(C2)C(=O)OCC2=CC=CC=C2.[H][H],C1C=2C=3C=4C(=CC=CC4NC3CN1)C(NN2)=O
O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.[BH3-]C#N.[Na+].C=O.Cl,CN1CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC
CN1CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC.O.NN.C1CCC=2C=3C=4C(=CC=CC4NC13)C(NN2)=O,CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O
O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O.CC(=O)C,C(C)(C)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O
FC=1C=C(C=2C3=C(NC2C1)CNCC3=O)C(=O)OC.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O.CC(=O)C,FC1=CC=2NC=3CN(CC=4C3C2C(=C1)C(NN4)=O)C(C)C
O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.C1(CC1)C(=O)Cl.CCN(C(C)C)C(C)C,C1(CC1)C(=O)N1CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC
C1(CC1)C(=O)N1CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC.O.NN.C1CCC=2C=3C=4C(=CC=CC4NC13)C(NN2)=O,C1(CC1)C(=O)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O
C1(CC1)C(=O)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O.CN(C)CCCl.CN(CCN1C=2C=CC=C3C2C=2C(CC(CC12)(C)C)=NNC3=O)C,C1(CC1)C(=O)N1CC=2C=3C=4C(=CC=CC4N(C3C1)CCN(C)C)C(NN2)=O
FC=1C=C(C=2C3=C(NC2C1)CNCC3=O)C(=O)OC.C1(CC1)C(=O)Cl.C1(CC1)C(=O)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,C1(CC1)C(=O)N1CC=2C=3C=4C(=CC(=CC4NC3C1)F)C(NN2)=O
C1(CC1)C(=O)N1CC=2C=3C=4C(=CC(=CC4NC3C1)F)C(NN2)=O.CN(C)CCCl.CN(CCN1C=2C=CC=C3C2C=2C(CC(CC12)(C)C)=NNC3=O)C,C1(CC1)C(=O)N1CC=2C=3C=4C(=CC(=CC4N(C3C1)CCN(C)C)F)C(NN2)=O
O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.C(C(C)(C)C)(=O)Cl.C1(CC1)C(=O)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,C(C(C)(C)C)(=O)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O
FC=1C=C(C=2C3=C(NC2C1)CNCC3=O)C(=O)OC.C(C(C)(C)C)(=O)Cl.C1(CC1)C(=O)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,FC1=CC=2NC=3CN(CC=4C3C2C(=C1)C(NN4)=O)C(C(C)(C)C)=O
O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.C1(CCCCC1)=O.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,C1(CCCCC1)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O
C1C=2C=3C=4C(=CC=CC4NC3CN1)C(NN2)=O.CC(CC=O)(C)C.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,CC(CCN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O)(C)C
BrC1=C(C(=O)OC)C=C(C=C1N)F.O=C1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,FC1=CC=2NC=3CN(CC=4C3C2C(=C1)C(NN4)=O)C
O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.C(CC)=O.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,C(CC)N1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O
BrC1=C(C(=O)OC)C=C(C=C1N)F.O=C1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,FC1=CC=2NC=3CN(CC=4C3C2C(=C1)C(NN4)=O)CCC
BrC1=C(C(=O)OC)C=C(C=C1N)F.O=C1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,C(C)N1CC=2C=3C=4C(=CC(=CC4NC3C1)F)C(NN2)=O
BrC1=C(C(=O)OC)C=C(C=C1N)F.O=C1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1.CN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O,C(CCC)N1CC=2C=3C=4C(=CC(=CC4NC3C1)F)C(NN2)=O
O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.Cl.ClCCN(C)C.C(=O)([O-])[O-].[K+].[K+],CN(CCN1CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC)C
CN(CCN1CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC)C.O.NN.C1CCC=2C=3C=4C(=CC=CC4NC13)C(NN2)=O,CN(CCN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O)C
BrC1=C(C(=O)OC)C=C(C=C1N)F.O=C1CN(CC(C1)=O)C(=O)OCC1=CC=CC=C1.CN(CCN1CC=2C=3C=4C(=CC=CC4NC3C1)C(NN2)=O)C,CN(CCN1CC=2C=3C=4C(=CC(=CC4NC3C1)F)C(NN2)=O)C
CN(C)C(=[N+](C)C)ON1C2=C(C=CC=N2)N=N1.F[P-](F)(F)(F)(F)F.O=C1CNCC=2NC=3C=CC=C(C3C21)C(=O)OC.C(C1=CC=CC=C1)OC(=O)NC(C(=O)O)(C)C.C(C)(C)N(CC)C(C)C,C(C1=CC=CC=C1)OC(=O)NC(C(=O)N1CC=2NC=3C=CC=C(C3C2C(C1)=O)C(=O)OC)(C)C
